File No,Player Name,Innings,Batting Position,Runs,Dots,1s,2s,3s,4s,6s,Balls Played,Wicket Method,Balls Bowled,Runs Given,Extras Given,Wickets Taken
464723.csv,NG Jones,1,9,5,1,5,0,0,0,0,6,caught,19,12,1,0
464723.csv,A van der Merwe,1,10,4,0,4,0,0,0,0,4,,24,19,0,0
464723.csv,GH Dockrell,1,11,2,1,0,1,0,0,0,2,,45,23,5,0
464723.csv,H Patel,2,1,10,7,0,0,0,1,1,9,caught,0,0,0,0
464723.csv,Rizwan Cheema,2,2,0,1,0,0,0,0,0,1,caught,24,19,0,1
464723.csv,R Gunasekera,2,3,71,56,28,8,1,6,0,99,caught,0,0,0,0
464723.csv,A Bagai,2,4,64,53,24,2,0,9,0,88,caught,0,0,0,0
464723.csv,ZE Surkari,2,5,3,4,1,1,0,0,0,6,,0,0,0,0
464723.csv,AS Hansra,2,6,1,2,1,0,0,0,0,3,,18,14,1,0
464723.csv,H Osinde,2,,0,0,0,0,0,0,0,0,,19,21,1,0
464723.csv,HS Baidwan,2,,0,0,0,0,0,0,0,0,,42,40,1,2
464723.csv,Khurram Chohan,2,,0,0,0,0,0,0,0,0,,36,25,1,3
464723.csv,PA Desai,2,,0,0,0,0,0,0,0,0,,42,26,0,2
464723.csv,WD Balaji Rao,2,,0,0,0,0,0,0,0,0,,30,26,0,1
416238.csv,SR Watson,1,1,41,38,11,5,0,5,0,59,stumped,0,0,0,0
416238.csv,RT Ponting,1,2,59,47,39,2,0,4,0,92,lbw,0,0,0,0
416238.csv,MEK Hussey,1,3,81,23,49,7,0,3,1,83,,0,0,0,0
416238.csv,CL White,1,4,0,7,0,0,0,0,0,7,caught,0,0,0,0
416238.csv,AC Voges,1,5,17,20,11,1,0,1,0,33,caught,6,13,0,0
416238.csv,MC Henriques,1,6,12,7,8,2,0,0,0,17,bowled,51,46,6,2
416238.csv,MG Johnson,1,7,9,8,3,0,0,0,1,12,,57,42,3,1
416238.csv,DE Bollinger,1,,0,0,0,0,0,0,0,0,,61,25,4,0
416238.csv,NM Hauritz,1,,0,0,0,0,0,0,0,0,,61,43,5,1
416238.csv,PM Siddle,1,,0,0,0,0,0,0,0,0,,62,38,5,0
416238.csv,V Sehwag,2,1,11,17,7,0,0,1,0,25,bowled,0,0,0,0
416238.csv,SR Tendulkar,2,2,32,29,11,5,1,2,0,48,run out,0,0,0,0
416238.csv,G Gambhir,2,3,6,9,6,0,0,0,0,15,bowled,0,0,0,0
416238.csv,Yuvraj Singh,2,4,78,58,28,3,0,8,2,99,lbw,48,30,0,1
416238.csv,MS Dhoni,2,5,71,48,41,3,0,6,0,98,,0,0,0,0
416238.csv,SK Raina,2,6,9,7,5,0,0,1,0,13,,24,23,0,1
416238.csv,A Nehra,2,,0,0,0,0,0,0,0,0,,55,50,3,0
416238.csv,Harbhajan Singh,2,,0,0,0,0,0,0,0,0,,62,35,7,1
416238.csv,I Sharma,2,,0,0,0,0,0,0,0,0,,30,24,0,0
416238.csv,P Kumar,2,,0,0,0,0,0,0,0,0,,30,16,0,0
416238.csv,RA Jadeja,2,,0,0,0,0,0,0,0,0,,54,41,0,2
313993.csv,SD Outerbridge,1,1,0,3,0,0,0,0,0,3,lbw,0,0,0,0
313993.csv,IH Romaine,1,2,61,90,31,5,0,5,0,131,,0,0,0,0
313993.csv,J Edness,1,3,0,5,0,0,0,0,0,5,caught and bowled,0,0,0,0
313993.csv,JJ Celestine,1,4,1,16,1,0,0,0,0,17,caught,0,0,0,0
313993.csv,DL Hemp,1,5,0,10,0,0,0,0,0,10,caught,0,0,0,0
313993.csv,JJ Tucker,1,6,49,46,17,3,0,5,1,72,caught,36,25,0,0
313993.csv,LOB Cann,1,7,0,1,0,0,0,0,0,1,lbw,0,0,0,0
313993.csv,RJ Trott,1,8,25,28,9,4,0,2,0,43,run out,55,34,1,1
313993.csv,MO Jones,1,9,27,12,3,1,0,1,3,20,bowled,56,54,1,0
313993.csv,KAD Hurdle,1,10,4,1,0,0,0,1,0,2,caught,61,43,1,3
313993.csv,RDM Leverock,1,,0,0,0,0,0,0,0,0,,60,28,0,3
313993.csv,MA Ouma,2,1,54,38,20,1,0,8,0,67,caught,0,0,0,0
313993.csv,DO Obuya,2,2,5,11,5,0,0,0,0,16,lbw,0,0,0,0
313993.csv,CO Obuya,2,3,34,25,11,0,1,5,0,42,caught,0,0,0,0
313993.csv,JK Kamande,2,4,10,25,6,2,0,0,0,33,bowled,62,51,3,3
313993.csv,SO Tikolo,2,5,16,9,2,0,0,2,1,14,bowled,60,41,3,0
313993.csv,TM Odoyo,2,6,6,20,4,1,0,0,0,25,lbw,43,6,1,3
313993.csv,NN Odhiambo,2,7,21,15,12,1,1,1,0,30,run out,19,22,1,0
313993.csv,LN Onyango,2,8,34,23,10,2,0,5,0,40,,24,12,2,0
313993.csv,PJ Ongondo,2,9,4,0,0,0,0,1,0,1,,36,10,4,1
313993.csv,HA Varaiya,2,,0,0,0,0,0,0,0,0,,60,25,2,2
247475.csv,L Vincent,1,1,101,64,42,7,1,9,1,124,caught and bowled,0,0,0,0
247475.csv,SP Fleming,1,2,66,38,21,2,1,8,1,71,caught,0,0,0,0
247475.csv,PG Fulton,1,3,47,20,19,3,0,4,1,47,lbw,0,0,0,0
247475.csv,SB Styris,1,4,28,8,2,1,0,6,0,17,caught,38,19,2,2
247475.csv,CD McMillan,1,5,10,1,3,0,1,1,0,6,caught,18,21,0,0
247475.csv,JDP Oram,1,6,35,10,11,3,0,0,3,27,,43,15,2,1
247475.csv,BB McCullum,1,7,52,2,8,5,0,1,5,21,,0,0,0,0
247475.csv,DL Vettori,1,,0,0,0,0,0,0,0,0,,62,55,2,3
247475.csv,DR Tuffey,1,,0,0,0,0,0,0,0,0,,39,37,4,0
247475.csv,JS Patel,1,,0,0,0,0,0,0,0,0,,56,25,6,3
247475.csv,MJ Mason,1,,0,0,0,0,0,0,0,0,,53,54,7,1
247475.csv,JM Davison,2,1,52,14,4,3,0,9,1,31,caught and bowled,62,63,4,2
247475.csv,GEF Barnett,2,2,40,53,12,4,0,5,0,74,caught,0,0,0,0
247475.csv,A Bagai,2,3,37,39,23,1,0,3,0,66,bowled,0,0,0,0
247475.csv,IS Billcliff,2,4,50,23,24,5,0,4,0,56,bowled,0,0,0,0
247475.csv,AM Samad,2,5,9,12,5,0,0,1,0,18,run out,16,26,5,1
247475.csv,AA Mulla,2,6,0,2,0,0,0,0,0,2,lbw,0,0,0,0
247475.csv,S Dhaniram,2,7,17,10,7,0,0,1,1,19,retired hurt,48,72,2,0
247475.csv,U Bhatti,2,8,10,22,4,1,0,1,0,28,bowled,36,22,6,0
247475.csv,AC Cummins,2,9,9,2,5,0,0,1,0,8,,65,54,6,0
247475.csv,KT Sandher,2,10,2,4,2,0,0,0,0,6,bowled,60,58,0,2
247475.csv,H Osinde,2,11,0,1,0,0,0,0,0,1,bowled,26,44,1,0
357962.csv,AA Deshpande,1,1,32,56,6,2,0,4,1,69,caught,0,0,0,0
357962.csv,Anjum Chopra,1,2,0,8,0,0,0,0,0,8,lbw,0,0,0,0
357962.csv,MDT Kamini,1,3,3,12,3,0,0,0,0,15,caught and bowled,31,30,1,0
357962.csv,M Raj,1,4,59,61,21,1,0,9,0,92,caught,0,0,0,0
357962.csv,R Dhar,1,5,3,19,3,0,0,0,0,22,stumped,36,25,1,0
357962.csv,P Roy,1,6,4,28,4,0,0,0,0,32,caught,34,28,0,1
357962.csv,SK Naidu,1,7,0,3,0,0,0,0,0,3,caught,18,22,0,0
357962.csv,J Goswami,1,8,0,2,0,0,0,0,0,2,lbw,42,17,2,0
357962.csv,H Kaur,1,9,8,14,2,1,0,1,0,18,bowled,0,0,0,0
357962.csv,A Sharma,1,10,33,13,3,2,0,5,1,24,bowled,13,14,1,0
357962.csv,G Sultana,1,11,10,14,2,0,0,2,0,18,,60,29,2,0
357962.csv,SJ Taylor,2,1,27,29,8,2,1,3,0,43,caught,0,0,0,0
357962.csv,CMG Atkins,2,2,69,88,23,5,0,9,0,125,,0,0,0,0
357962.csv,SC Taylor,2,3,69,31,24,0,1,9,1,66,,0,0,0,0
357962.csv,CM Edwards,2,,0,0,0,0,0,0,0,0,,10,10,0,1
357962.csv,HL Colvin,2,,0,0,0,0,0,0,0,0,,61,21,1,3
357962.csv,IT Guha,2,,0,0,0,0,0,0,0,0,,51,12,7,2
357962.csv,JL Gunn,2,,0,0,0,0,0,0,0,0,,57,47,4,3
357962.csv,KH Brunt,2,,0,0,0,0,0,0,0,0,,62,37,3,0
357962.csv,NJ Shaw,2,,0,0,0,0,0,0,0,0,,62,25,2,1
236809.csv,Salman Butt,1,1,0,2,0,0,0,0,0,2,caught,0,0,0,0
236809.csv,Kamran Akmal,1,2,34,34,6,2,0,6,0,48,caught,0,0,0,0
236809.csv,Shahid Afridi,1,3,19,8,6,1,1,2,0,18,caught,19,23,1,0
236809.csv,Shoaib Malik,1,4,108,55,50,4,0,11,1,121,caught,0,0,0,0
236809.csv,Mohammad Yousuf,1,5,1,2,1,0,0,0,0,3,caught,0,0,0,0
236809.csv,Inzamam-ul-Haq,1,6,16,18,10,1,0,1,0,30,caught,0,0,0,0
236809.csv,Younis Khan,1,7,16,17,4,0,0,3,0,24,caught,0,0,0,0
236809.csv,Abdul Razzaq,1,8,64,30,14,5,0,7,2,58,,46,43,6,1
236809.csv,Naved-ul-Hasan,1,9,7,4,5,1,0,0,0,10,run out,52,68,4,1
236809.csv,Yasir Arafat,1,10,1,1,1,0,0,0,0,2,,55,52,2,0
236809.csv,Mohammad Asif,1,,0,0,0,0,0,0,0,0,,63,44,3,2
236809.csv,Umar Gul,1,,0,0,0,0,0,0,0,0,,62,40,6,1
236809.csv,G Gambhir,2,1,2,6,2,0,0,0,0,8,bowled,0,0,0,0
236809.csv,SR Tendulkar,2,2,95,65,25,0,0,16,1,107,caught,63,49,3,1
236809.csv,IK Pathan,2,3,0,2,0,0,0,0,0,2,caught,61,48,3,3
236809.csv,R Dravid,2,4,22,34,4,1,0,4,0,43,run out,0,0,0,0
236809.csv,Yuvraj Singh,2,5,79,44,28,4,1,10,0,87,,0,0,0,0
236809.csv,M Kaif,2,6,0,2,0,0,0,0,0,2,lbw,0,0,0,0
236809.csv,MS Dhoni,2,7,72,20,11,3,1,13,0,48,,0,0,0,0
236809.csv,AB Agarkar,2,,0,0,0,0,0,0,0,0,,37,20,1,0
236809.csv,RP Singh,2,,0,0,0,0,0,0,0,0,,64,46,7,3
236809.csv,S Sreesanth,2,,0,0,0,0,0,0,0,0,,66,68,6,1
236809.csv,Z Khan,2,,0,0,0,0,0,0,0,0,,25,35,2,0
461569.csv,GC Smith,1,1,92,50,39,7,1,9,0,106,lbw,0,0,0,0
461569.csv,HM Amla,1,2,10,5,6,0,0,1,0,12,caught,0,0,0,0
461569.csv,JH Kallis,1,3,15,14,5,1,0,2,0,22,caught,56,38,2,2
461569.csv,AB de Villiers,1,4,49,27,39,5,0,0,0,71,caught,0,0,0,0
461569.csv,JP Duminy,1,5,36,24,24,4,0,1,0,53,bowled,12,9,0,0
461569.csv,CA Ingram,1,6,27,8,13,1,0,3,0,25,,0,0,0,0
461569.csv,DA Miller,1,7,0,1,0,0,0,0,0,1,bowled,0,0,0,0
461569.csv,J Botha,1,8,28,6,4,0,0,6,0,16,,61,41,1,1
461569.csv,DW Steyn,1,,0,0,0,0,0,0,0,0,,61,78,3,1
461569.csv,M Morkel,1,,0,0,0,0,0,0,0,0,,63,45,5,4
461569.csv,WD Parnell,1,,0,0,0,0,0,0,0,0,,59,47,6,1
461569.csv,Imran Farhat,2,1,2,2,0,1,0,0,0,3,lbw,0,0,0,0
461569.csv,Mohammad Hafeez,2,2,42,14,6,2,4,5,0,31,lbw,42,37,0,2
461569.csv,Younis Khan,2,3,73,57,50,8,1,1,0,117,bowled,0,0,0,0
461569.csv,Asad Shafiq,2,4,36,28,16,4,0,3,0,51,run out,0,0,0,0
461569.csv,Fawad Alam,2,5,6,3,4,1,0,0,0,8,caught,0,0,0,0
461569.csv,Shahid Afridi,2,6,29,12,8,1,1,4,0,26,caught,62,49,2,0
461569.csv,Abdul Razzaq,2,7,33,17,19,3,0,2,0,41,caught,30,30,0,0
461569.csv,Abdur Rehman,2,8,0,2,0,0,0,0,0,2,run out,61,34,6,0
461569.csv,Zulqarnain Haider,2,9,19,10,9,3,0,1,0,23,,0,0,0,0
461569.csv,Wahab Riaz,2,10,18,2,4,0,2,2,0,10,run out,55,60,4,2
461569.csv,Shoaib Akhtar,2,,0,0,0,0,0,0,0,0,,56,47,5,2
410337.csv,H Masakadza,1,1,0,6,0,0,0,0,0,6,caught,18,19,0,0
410337.csv,MA Vermeulen,1,2,92,64,49,8,1,6,0,128,run out,0,0,0,0
410337.csv,CJ Chibhabha,1,3,7,9,3,0,0,1,0,13,caught,40,49,1,1
410337.csv,BRM Taylor,1,4,20,27,8,1,2,1,0,39,lbw,0,0,0,0
410337.csv,CK Coventry,1,5,19,13,9,0,0,1,1,24,caught,0,0,0,0
410337.csv,SC Williams,1,6,6,8,6,0,0,0,0,14,lbw,0,0,0,0
410337.csv,S Matsikenyeri,1,7,9,8,5,0,0,1,0,14,caught,0,0,0,0
410337.csv,E Chigumbura,1,8,20,9,6,0,0,2,1,18,bowled,45,30,3,1
410337.csv,P Utseya,1,9,14,5,8,3,0,0,0,16,bowled,37,30,1,0
410337.csv,RW Price,1,10,11,9,5,0,0,0,1,15,bowled,48,42,6,0
410337.csv,AG Cremer,1,11,1,0,1,0,0,0,0,1,,31,28,2,0
410337.csv,Tamim Iqbal,2,1,63,34,22,5,1,7,0,69,caught,0,0,0,0
410337.csv,Junaid Siddique,2,2,21,6,1,0,0,5,0,12,caught,0,0,0,0
410337.csv,Mohammad Ashraful,2,3,103,61,29,4,2,12,2,110,,6,2,0,1
410337.csv,Raqibul Hasan,2,4,11,20,7,0,0,1,0,28,,0,0,0,0
410337.csv,Enamul Haque jnr,2,,0,0,0,0,0,0,0,0,,60,43,0,0
410337.csv,Mahmudullah,2,,0,0,0,0,0,0,0,0,,48,39,0,2
410337.csv,Naeem Islam,2,,0,0,0,0,0,0,0,0,,18,13,0,0
410337.csv,Nazmul Hossain,2,,0,0,0,0,0,0,0,0,,42,28,1,3
410337.csv,Shakib Al Hasan,2,,0,0,0,0,0,0,0,0,,60,42,5,2
410337.csv,Syed Rasel,2,,0,0,0,0,0,0,0,0,,54,32,2,2
1073419.csv,T Ruma,1,1,1,10,1,0,0,0,0,11,caught,0,0,0,0
1073419.csv,B Tau,1,2,30,51,14,0,0,4,0,69,lbw,0,0,0,0
1073419.csv,P Siaka,1,3,17,33,3,1,0,3,0,40,caught,0,0,0,0
1073419.csv,K Oala,1,4,1,12,1,0,0,0,0,13,caught,12,10,1,0
1073419.csv,V Frank,1,5,9,16,3,1,0,1,0,21,caught,0,0,0,0
1073419.csv,S Jimmy,1,6,0,2,0,0,0,0,0,2,bowled,23,25,0,0
1073419.csv,H Buruka,1,7,5,6,3,1,0,0,0,10,,0,0,0,0
1073419.csv,K Arua,1,8,0,4,0,0,0,0,0,4,run out,0,0,0,0
1073419.csv,R Oa,1,9,0,4,0,0,0,0,0,4,caught,32,23,2,0
1073419.csv,M Tom,1,10,7,24,3,0,0,1,0,28,caught,20,13,3,0
1073419.csv,K John,1,,0,0,0,0,0,0,0,0,run out,0,0,0,0
1073419.csv,L Wolvaardt,2,1,43,38,5,1,0,9,0,53,,0,0,0,0
1073419.csv,L Goodall,2,2,28,24,4,0,0,6,0,34,,0,0,0,0
1073419.csv,D van Niekerk,2,,0,0,0,0,0,0,0,0,,18,10,0,1
1073419.csv,M Daniels,2,,0,0,0,0,0,0,0,0,,19,10,1,0
1073419.csv,MM Letsoalo,2,,0,0,0,0,0,0,0,0,,36,11,0,1
1073419.csv,S Ismail,2,,0,0,0,0,0,0,0,0,,41,12,1,2
1073419.csv,S Luus,2,,0,0,0,0,0,0,0,0,,31,12,1,3
1073419.csv,Y Fourie,2,,0,0,0,0,0,0,0,0,,57,15,3,3
1027319.csv,JJ Roy,1,1,17,10,5,2,0,2,0,19,caught,0,0,0,0
1027319.csv,AD Hales,1,2,110,56,36,4,0,9,5,110,caught,0,0,0,0
1027319.csv,JE Root,1,3,101,49,40,9,1,10,0,109,caught,0,0,0,0
1027319.csv,JC Buttler,1,4,7,3,1,0,0,0,1,5,bowled,0,0,0,0
1027319.csv,EJG Morgan,1,5,11,8,5,0,0,0,1,14,bowled,0,0,0,0
1027319.csv,BA Stokes,1,6,34,5,8,2,0,4,1,20,caught,46,23,5,1
1027319.csv,MM Ali,1,7,0,1,0,0,0,0,0,1,caught and bowled,30,27,0,0
1027319.csv,CR Woakes,1,8,13,6,7,1,0,1,0,15,caught,50,14,2,3
1027319.csv,LE Plunkett,1,9,11,3,5,0,0,0,1,9,run out,49,26,5,3
1027319.csv,AU Rashid,1,10,9,0,1,1,0,0,1,3,run out,8,5,0,1
1027319.csv,ST Finn,1,11,2,2,2,0,0,0,0,4,,62,33,2,2
1027319.csv,KOA Powell,2,1,6,3,0,0,0,0,1,4,caught,0,0,0,0
1027319.csv,KC Brathwaite,2,2,5,9,1,2,0,0,0,12,caught,18,22,1,0
1027319.csv,E Lewis,2,3,0,4,0,0,0,0,0,4,caught and bowled,0,0,0,0
1027319.csv,SD Hope,2,4,16,33,5,2,1,1,0,42,caught,0,0,0,0
1027319.csv,JN Mohammed,2,5,10,22,2,0,0,2,0,26,bowled,0,0,0,0
1027319.csv,JL Carter,2,6,46,63,8,3,0,8,0,82,caught,24,28,0,0
1027319.csv,JO Holder,2,7,0,1,0,0,0,0,0,1,caught,62,39,3,5
1027319.csv,CR Brathwaite,2,8,7,18,5,1,0,0,0,24,lbw,63,53,3,0
1027319.csv,AR Nurse,2,9,6,7,2,0,0,1,0,10,caught,48,57,1,1
1027319.csv,D Bishoo,2,10,10,20,6,0,0,1,0,27,caught,31,43,1,0
1027319.csv,AS Joseph,2,11,22,4,4,2,0,2,1,13,,63,73,4,4
474467.csv,AN Cook,1,1,5,1,1,0,0,1,0,3,caught,0,0,0,0
474467.csv,C Kieswetter,1,2,61,24,23,5,0,4,2,58,caught,0,0,0,0
474467.csv,IJL Trott,1,3,23,17,1,1,0,5,0,24,lbw,0,0,0,0
474467.csv,KP Pietersen,1,4,26,8,12,1,0,3,0,24,caught,0,0,0,0
474467.csv,EJG Morgan,1,5,45,13,12,3,1,6,0,35,caught,0,0,0,0
474467.csv,IR Bell,1,6,12,9,6,1,0,1,0,17,lbw,0,0,0,0
474467.csv,SCJ Broad,1,7,13,10,9,2,0,0,0,21,caught,37,31,1,0
474467.csv,TT Bresnan,1,8,23,5,5,1,0,4,0,15,lbw,41,21,5,1
474467.csv,GP Swann,1,9,2,0,2,0,0,0,0,2,,30,18,0,3
474467.csv,JM Anderson,1,,0,0,0,0,0,0,0,0,,31,17,1,4
474467.csv,JW Dernbach,1,,0,0,0,0,0,0,0,0,,31,24,3,2
474467.csv,TM Dilshan,2,1,1,1,1,0,0,0,0,2,caught,0,0,0,0
474467.csv,ST Jayasuriya,2,2,2,2,2,0,0,0,0,4,caught,38,44,2,1
474467.csv,DPMD Jayawardene,2,3,5,7,5,0,0,0,0,12,lbw,0,0,0,0
474467.csv,KC Sangakkara,2,4,4,10,0,0,0,1,0,11,caught and bowled,0,0,0,0
474467.csv,SHT Kandamby,2,5,19,34,15,0,0,1,0,50,caught,0,0,0,0
474467.csv,AD Mathews,2,6,16,10,4,0,0,3,0,17,caught,0,0,0,0
474467.csv,BMAJ Mendis,2,7,9,6,9,0,0,0,0,15,caught,12,18,0,1
474467.csv,KMDN Kulasekara,2,8,5,10,3,1,0,0,0,14,caught,36,31,0,0
474467.csv,S Randiv,2,9,24,18,6,3,0,3,0,30,stumped,24,34,3,1
474467.csv,SL Malinga,2,10,26,6,4,0,0,4,1,15,caught,43,39,6,3
474467.csv,RAS Lakmal,2,,0,0,0,0,0,0,0,0,,46,44,8,2
1051299.csv,Tamim Iqbal,1,1,20,28,4,2,0,3,0,37,caught,0,0,0,0
1051299.csv,Soumya Sarkar,1,2,20,18,10,1,0,2,0,31,caught,0,0,0,0
1051299.csv,Mahmudullah,1,3,25,24,11,1,0,3,0,39,bowled,0,0,0,0
1051299.csv,Mushfiqur Rahim,1,4,38,29,16,3,0,4,0,52,caught,0,0,0,0
1051299.csv,Shakib Al Hasan,1,5,17,11,9,0,0,2,0,22,lbw,60,47,0,4
1051299.csv,Sabbir Rahman,1,6,4,14,4,0,0,0,0,18,lbw,12,8,0,0
1051299.csv,Mashrafe Mortaza,1,7,2,8,2,0,0,0,0,10,caught,62,29,2,1
1051299.csv,Mosaddek Hossain,1,8,45,26,13,2,0,4,2,47,,61,29,2,2
1051299.csv,Taijul Islam,1,9,10,26,4,1,0,1,0,32,lbw,60,38,0,0
1051299.csv,Taskin Ahmed,1,10,0,1,0,0,0,0,0,1,lbw,30,30,2,1
1051299.csv,Rubel Hossain,1,11,10,9,6,0,0,1,0,16,run out,18,24,1,0
1051299.csv,Mohammad Shahzad,2,1,35,24,5,1,0,4,2,36,caught,0,0,0,0
1051299.csv,Nawroz Mangal,2,2,10,12,2,0,0,2,0,16,caught,0,0,0,0
1051299.csv,Rahmat Shah,2,3,0,2,0,0,0,0,0,2,lbw,51,27,3,1
1051299.csv,Hashmatullah Shahidi,2,4,14,20,6,2,0,1,0,29,lbw,0,0,0,0
1051299.csv,Asghar Stanikzai,2,5,57,65,23,3,0,4,2,97,caught,0,0,0,0
1051299.csv,Mohammad Nabi,2,6,49,34,19,3,0,3,2,61,lbw,60,16,0,2
1051299.csv,Najibullah Zadran,2,7,22,20,9,1,1,2,0,33,caught,0,0,0,0
1051299.csv,Rashid Khan,2,8,5,10,5,0,0,0,0,15,lbw,61,34,1,3
1051299.csv,Mirwais Ashraf,2,9,9,9,3,0,0,0,1,13,,30,23,3,2
1051299.csv,Dawlat Zadran,2,10,4,0,0,0,0,1,0,1,,52,43,8,0
1051299.csv,Naveen-ul-Haq,2,,0,0,0,0,0,0,0,0,,51,48,2,2
455234.csv,Salman Butt,1,1,74,44,29,3,1,9,0,86,run out,0,0,0,0
455234.csv,Imran Farhat,1,2,25,33,9,2,0,3,0,47,caught,0,0,0,0
455234.csv,Shoaib Malik,1,3,39,23,16,4,1,3,0,47,bowled,31,27,1,1
455234.csv,Umar Akmal,1,4,21,11,13,2,0,1,0,27,caught,0,0,0,0
455234.csv,Umar Amin,1,5,5,4,5,0,0,0,0,9,caught,0,0,0,0
455234.csv,Shahid Afridi,1,6,32,8,11,2,1,2,1,25,lbw,61,40,3,1
455234.csv,Kamran Akmal,1,7,51,17,14,4,1,2,3,41,caught,0,0,0,0
455234.csv,Abdul Razzaq,1,8,3,2,3,0,0,0,0,5,caught,30,18,4,1
455234.csv,Mohammad Amir,1,9,3,4,3,0,0,0,0,7,run out,62,53,4,1
455234.csv,Shoaib Akhtar,1,10,3,2,3,0,0,0,0,5,,63,53,11,0
455234.csv,Saeed Ajmal,1,11,0,3,0,0,0,0,0,3,caught,60,56,1,3
455234.csv,G Gambhir,2,1,83,47,40,2,3,6,1,99,bowled,0,0,0,0
455234.csv,V Sehwag,2,2,10,28,4,1,0,1,0,34,caught,18,19,0,0
455234.csv,V Kohli,2,3,18,15,8,3,0,1,0,27,bowled,0,0,0,0
455234.csv,MS Dhoni,2,4,56,32,30,6,0,2,1,71,bowled,0,0,0,0
455234.csv,RG Sharma,2,5,22,10,10,2,0,2,0,24,lbw,0,0,0,0
455234.csv,SK Raina,2,6,34,12,10,2,0,2,2,28,run out,0,0,0,0
455234.csv,RA Jadeja,2,7,6,5,3,0,1,0,0,9,bowled,62,41,3,2
455234.csv,Harbhajan Singh,2,8,15,8,3,0,0,0,2,13,,48,47,0,2
455234.csv,P Kumar,2,9,3,0,1,1,0,0,0,2,,63,50,4,3
455234.csv,A Nehra,2,,0,0,0,0,0,0,0,0,,54,58,0,0
455234.csv,Z Khan,2,,0,0,0,0,0,0,0,0,,57,41,4,3
516209.csv,WU Tharanga,1,1,8,17,4,0,0,1,0,22,bowled,0,0,0,0
516209.csv,TM Dilshan,1,2,12,9,4,0,0,2,0,15,caught,12,17,0,0
516209.csv,KC Sangakkara,1,3,31,35,15,6,0,1,0,57,caught,0,0,0,0
516209.csv,DPMD Jayawardene,1,4,53,68,27,5,0,4,0,104,caught and bowled,0,0,0,0
516209.csv,LPC Silva,1,5,0,2,0,0,0,0,0,2,lbw,0,0,0,0
516209.csv,AD Mathews,1,6,6,2,2,2,0,0,0,6,stumped,0,0,0,0
516209.csv,KMDN Kulasekara,1,7,7,15,3,0,0,1,0,19,lbw,12,13,0,0
516209.csv,RMS Eranga,1,8,1,5,1,0,0,0,0,6,caught,25,15,2,0
516209.csv,S Prasanna,1,9,0,2,0,0,0,0,0,2,lbw,36,32,1,3
516209.csv,SL Malinga,1,10,0,2,0,0,0,0,0,2,bowled,42,18,4,2
516209.csv,BAW Mendis,1,,0,0,0,0,0,0,0,0,,43,30,1,0
516209.csv,SR Watson,2,1,12,9,4,0,0,2,0,15,caught,42,20,5,1
516209.csv,SE Marsh,2,2,70,55,7,5,1,11,1,80,caught,0,0,0,0
516209.csv,RT Ponting,2,3,0,4,0,0,0,0,0,4,caught,0,0,0,0
516209.csv,MJ Clarke,2,4,38,41,14,2,0,5,0,62,,0,0,0,0
516209.csv,MEK Hussey,2,5,0,1,0,0,0,0,0,1,caught,0,0,0,0
516209.csv,DJ Hussey,2,6,0,2,0,0,0,0,0,2,bowled,0,0,0,0
516209.csv,BJ Haddin,2,7,5,4,1,0,0,1,0,6,,0,0,0,0
516209.csv,B Lee,2,,0,0,0,0,0,0,0,0,,40,15,0,4
516209.csv,DE Bollinger,2,,0,0,0,0,0,0,0,0,,43,27,6,1
516209.csv,MG Johnson,2,,0,0,0,0,0,0,0,0,,49,30,1,0
516209.csv,XJ Doherty,2,,0,0,0,0,0,0,0,0,,61,26,2,4
1062503.csv,Manpreet Singh,1,1,17,31,9,2,0,1,0,43,lbw,0,0,0,0
1062503.csv,MMBRSTC Wanigaratne,1,2,1,6,1,0,0,0,0,7,bowled,36,30,0,0
1062503.csv,GP Meade,1,3,61,41,23,5,0,7,0,76,caught,56,40,2,1
1062503.csv,A Bonora,1,4,32,45,20,2,0,2,0,69,caught and bowled,0,0,0,0
1062503.csv,DG Crowley,1,5,58,24,24,1,0,8,0,57,bowled,61,49,1,2
1062503.csv,CS Sandri,1,6,40,11,16,0,0,3,2,32,bowled,60,49,0,3
1062503.csv,BBJL Perera,1,7,3,3,3,0,0,0,0,6,caught,0,0,0,0
1062503.csv,R Tanweer,1,8,0,1,0,0,0,0,0,1,lbw,0,0,0,0
1062503.csv,WTN Fernando,1,9,0,3,0,0,0,0,0,3,bowled,0,0,0,0
1062503.csv,L di Giglio,1,10,11,1,5,0,0,0,1,7,run out,42,25,3,0
1062503.csv,Charanjeet Singh,1,11,4,0,4,0,0,0,0,4,,48,36,1,1
1062503.csv,PW Gough,2,1,5,3,1,0,0,1,0,5,caught,0,0,0,0
1062503.csv,NAT Watkins,2,2,77,58,29,4,0,10,0,101,stumped,60,28,1,2
1062503.csv,LE Gallichan,2,3,17,34,15,1,0,0,0,50,stumped,0,0,0,0
1062503.csv,JW Jenner,2,4,65,36,29,7,0,4,1,77,caught and bowled,0,0,0,0
1062503.csv,W Harris,2,5,5,4,3,1,0,0,0,8,hit wicket,0,0,0,0
1062503.csv,AW Hawkins-Kay,2,6,5,7,3,1,0,0,0,11,run out,62,52,3,2
1062503.csv,C Bisson,2,7,42,9,12,5,0,5,0,31,,0,0,0,0
1062503.csv,CW Perchard,2,8,0,1,0,0,0,0,0,1,caught and bowled,62,28,3,2
